id,Title,description,Communities,Industries,Locations,Topics,link,email
2899,Utah Korean Chamber of Commerce,"The Utah Korean Cultural Center (UKCC) is a nonprofit organization dedicated to promoting Korean culture and heritage within Utah. UKCC offers various programs and events, including language classes, cultural workshops, and traditional performances, to foster understanding and appreciation of Korean traditions. The center serves as a hub for cultural exchange, aiming to strengthen the Korean-American community and build connections with the broader public.",Multicultural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Marketing and Sales|Start a Business,https://www.utahkcc.org/,utahkcc@gmail.com
2909,1MC Salt Lake,"A Supportive Business & Startup Community in Salt Lake City
 
 
 
 1MC Salt Lake is a weekly event for founders, entrepreneurs, and small business owners. The weekly event is an educational experience for both the audience and presenters.",Any,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Salt Lake,Entrepreneurship Communities|Funding|Other|Start a Business,http://www.1mcslc.com,Robert@1mcslc.com
3386,Startup Ignition Ventures,"Startup Ignition Ventures is an Utah-based early stage pre-seed venture capital firm investing first checks into visionary startups with validated potential. The firm focuses on sectors such as technology, software, and SaaS.",Any,Software and Information Technology,Utah,Funding,https://startupignition.com/ventures,ventures@startupignition.com
3519,LiaLaunch,"LiaLaunch is a Utah-based strategic advisory and investment fund dedicated to championing women entrepreneurs by offering essential early-stage investment and unwavering support during the critical stages of business ideation, launch, and scale.",Women,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.lialaunch.com/,contact@lialaunch.com
3623,Coworking Space in Salt Lake City - Offices.net,"Because they come in several levels, coworking memberships are easily customizable to meet your specific needs. One of the main attractions of coworking is the exclusive amenities, which turn shared workspaces into experiences in and of themselves. The emphasis is always on enhancing members' productivity and well-being. Offices.net offers dedicated desks, hot desk day passes, shared office space, creative workspaces, and business center lounges throughout Utah.",Any|Multicultural|New American|Rural|Veteran|Women,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Salt Lake,Entrepreneurship Communities,https://offices.net/ut/salt-lake-city/coworking/,info@offices.net
3624,Salt Lake City Office Space for Rent,"Offices.co offers fully furnished executive suites, professionally equipped office space, and cost-effective shared workspaces and corporate real estate in 143 cities across the USA, including in and around Salt Lake City. The available office space for rent in Utah includes a wide range of essential services, so setting up a business in the Beehive State is faster and easier than ever.",Any,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Utah,Entrepreneurship Communities|Start a Business,https://offices.co/usa/salt-lake-city/,info@offices.co
3665,FutureReady Utah,"Personalized Support from a Targeted Outreach Coordinator (TOC) in your county!
 
 Our TOCs offer no-cost, hands-on support for community and business leaders. Whether you need help addressing a specific challenge or are looking for ongoing guidance, your TOC can assist with hiring and retention strategies, training connections, and workplace improvements. This support can be a one-time consultation or part of a long-term partnership—whatever fits your goals.",Rural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Piute|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Other,http://futurereadyutah.org,futureready@suu.edu
3666,U.S. Commercial Service,"The U.S. Commercial Service is the export promotion arm of the U.S. Department of Commerce. Their mission is to help companies expand internationally by understanding the export process, selecting export markets, finding and vetting foreign partners, advocating on bids for foreign tenders, and resolving trade barriers. Whether you are looking to make your first export sale or expand to additional markets, we offer the experience and services you need to grow international sales of your U.S. made products and services.",Any,Other,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,International Trade,https://www.trade.gov/utah-salt-lake-city,Daniel.Bruner@trade.gov
3667,STOPfakes.gov,"STOPfakes.gov is a one-stop shop for U.S. government tools and resources on intellectual property rights (IPR). The federal agencies behind STOPfakes.gov have developed a number of resources to educate and assist businesses, particularly small and medium-sized enterprises (SMEs), as well as consumers, government officials, and the general public.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,International Trade,https://www.stopfakes.gov/welcome,stopfakes@trade.gov
3683,Ai Seminar for Small Businesses &amp; Non-Profits,"We're offering a free seminar for small businesses & non-profits to learn how to formulate an Ai strategy that can be applied to each department. It will be held on Tues., June 24th in downtown Salt Lake. We are partnering with a local non-profit to make it an educational and applicable resource for smaller organizations. (Please email me if this event qualifies as a Resource for the Utah Startup Office. Thank you!)",Any,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Salt Lake,Other,https://comtel.zohobackstage.com/aistratagy#/?lang=en,njohnson@comtelut.com
